anzsic06,Area,year,geo_count,ec_count
N729,A165000,2020,3,0
N729,A165100,2020,3,0
N729,A165200,2020,0,0
N729,A165300,2020,3,0
N729,A165400,2020,6,6
N729,A165500,2020,0,0
N729,A165700,2020,6,0
N729,A165900,2020,3,21
N729,A166000,2020,6,15
N729,A166100,2020,3,0
N729,A166200,2020,0,0
N729,A166300,2020,6,6
N729,A166500,2020,0,0
N729,A166700,2020,3,0
N729,A166900,2020,6,45
N729,A167000,2020,3,6
N729,A167100,2020,6,9
N729,A167200,2020,6,0
N729,A167300,2020,3,0
N729,A167400,2020,0,0
N729,A167600,2020,3,20
N729,A167700,2020,3,12
N729,A167800,2020,3,12
N729,A167900,2020,0,0
N729,A168100,2020,0,0
N729,A168300,2020,3,0
N729,A168500,2020,3,0
N729,A168700,2020,0,0
N729,A168900,2020,3,3
N729,A169000,2020,3,30
N729,A169100,2020,6,15
N729,A169200,2020,3,0
N729,A169300,2020,0,3
N729,A169400,2020,0,0
N729,A169500,2020,0,0
N729,A169600,2020,3,0
N729,A169700,2020,3,3
N729,A169800,2020,0,0
N729,A169900,2020,3,0
N729,A170000,2020,6,50
N729,A170100,2020,6,0
N729,A170200,2020,3,0
N729,A170300,2020,3,0
N729,A170400,2020,0,3
N729,A170500,2020,6,0
N729,A170600,2020,0,0
N729,A170900,2020,0,0
N729,A171100,2020,3,3
N729,A171200,2020,3,12
N729,A171400,2020,0,0
N729,A171500,2020,6,6
N729,A171600,2020,6,6
N729,A171700,2020,0,0
N729,A171800,2020,3,6
N729,A171900,2020,0,0
N729,A172100,2020,6,0
N729,A172300,2020,6,0
N729,A172400,2020,0,0
N729,A172600,2020,0,140
N729,A172800,2020,3,0
N729,A172900,2020,0,0
N729,A173000,2020,3,0
N729,A173100,2020,3,0
N729,A173200,2020,6,3
N729,A173300,2020,3,6
N729,A173400,2020,6,6
N729,A173800,2020,0,0
N729,A173900,2020,3,0
N729,A174000,2020,3,35
N729,A174100,2020,3,3
N729,A174300,2020,0,0
N729,A174600,2020,0,0
N729,A174700,2020,3,0
N729,A174800,2020,0,0
N729,A174900,2020,0,3
N729,A175000,2020,9,18
N729,A175100,2020,0,0
N729,A175200,2020,3,15
N729,A175500,2020,0,0
N729,A175600,2020,3,12
N729,A175700,2020,0,0
N729,A175800,2020,3,0
N729,A175900,2020,6,0
N729,A176000,2020,3,9
N729,A176100,2020,3,0
N729,A176200,2020,6,0
N729,A176300,2020,6,45
N729,A176400,2020,0,0
N729,A176500,2020,0,0
N729,A176600,2020,3,0
N729,A176900,2020,6,0
N729,A177200,2020,3,0
N729,A177300,2020,0,0
N729,A177500,2020,0,0
N729,A177600,2020,6,0
N729,A177700,2020,6,0
N729,A177800,2020,0,0
N729,A177900,2020,3,0
N729,A178000,2020,0,0
N729,A178200,2020,3,0
N729,A178300,2020,3,15
N729,A178400,2020,0,0
N729,A178500,2020,6,12
N729,A178600,2020,3,0
N729,A178700,2020,3,0
N729,A178800,2020,0,6
N729,A178900,2020,12,150
N729,A179000,2020,9,95
N729,A179100,2020,3,0
N729,A179200,2020,6,18
N729,A179400,2020,12,260
N729,A179500,2020,12,55
N729,A179600,2020,6,0
N729,A179700,2020,6,6
N729,A179800,2020,3,0
N729,A180000,2020,0,6
N729,A180100,2020,3,6
N729,A180200,2020,6,12
N729,A180600,2020,3,0
N729,A180700,2020,0,0
N729,A180900,2020,3,0
N729,A181000,2020,0,0
N729,A181100,2020,0,0
N729,A181200,2020,6,0
N729,A181300,2020,3,0
N729,A181500,2020,6,3
N729,A181600,2020,3,0
N729,A181700,2020,0,0
N729,A181900,2020,0,0
N729,A182000,2020,3,0
N729,A182100,2020,6,3
N729,A182200,2020,3,0
N729,A182300,2020,3,9
N729,A182400,2020,0,6
N729,A182500,2020,0,0
N729,A182700,2020,6,0
N729,A182800,2020,6,0
N729,A182900,2020,0,0
N729,A183000,2020,3,0
N729,A183100,2020,3,0
N729,A183200,2020,3,0
N729,A183400,2020,3,0
N729,A183600,2020,0,0
N729,A183800,2020,0,0
N729,A183900,2020,3,0
N729,A184000,2020,0,0
N729,A184100,2020,0,3
N729,A184400,2020,0,0
N729,A184800,2020,3,0
N729,A184900,2020,6,0
N729,A185300,2020,3,0
N729,A185500,2020,3,6
N729,A185800,2020,3,3
N729,A185900,2020,0,0
N729,A186000,2020,3,6
N729,A186100,2020,0,0
N729,A186700,2020,3,3
N729,A186800,2020,0,0
N729,A187000,2020,3,0
N729,A187100,2020,3,0
N729,A187200,2020,3,0
N729,A187400,2020,0,9
N729,A187700,2020,0,0
N729,A187800,2020,6,0
N729,A187900,2020,3,0
N729,A188000,2020,6,0
N729,A188300,2020,6,0
N729,A188400,2020,6,0
N729,A188500,2020,6,0
N729,A188600,2020,9,15
N729,A188700,2020,3,6
N729,A188800,2020,0,0
N729,A188900,2020,3,0
N729,A189000,2020,6,0
N729,A189100,2020,6,0
N729,A189200,2020,0,0
N729,A189300,2020,3,0
N729,A189400,2020,3,0
N729,A189600,2020,3,0
N729,A189700,2020,0,21
N729,A190200,2020,0,0
N729,A190300,2020,0,6
N729,A190400,2020,3,0
N729,A190500,2020,0,3
N729,A190600,2020,6,0
N729,A190900,2020,9,6
N729,A191000,2020,6,15
N729,A191200,2020,6,3
N729,A191300,2020,0,0
N729,A191600,2020,0,0
N729,A191700,2020,0,0
N729,A191800,2020,3,0
N729,A191900,2020,0,3
N729,A192000,2020,6,3
N729,A192100,2020,9,6
N729,A192300,2020,3,6
N729,A192600,2020,9,0
N729,A192800,2020,6,30
N729,A192900,2020,6,20
N729,A193000,2020,3,0
N729,A193100,2020,6,0
N729,A193200,2020,0,0
N729,A193300,2020,3,0
N729,A193400,2020,0,0
N729,A193500,2020,6,25
N729,A193600,2020,0,0
N729,A193700,2020,3,0
N729,A193800,2020,36,70
N729,A193900,2020,9,25
N729,A194000,2020,3,0
N729,A194100,2020,3,0
N729,A194300,2020,6,3
N729,A194400,2020,12,190
N729,A194500,2020,3,0
N729,A194600,2020,3,3
N729,A194700,2020,0,0
N729,A194800,2020,3,0
N729,A194900,2020,3,0
N729,A195100,2020,0,0
N729,A195200,2020,0,0
N729,A195300,2020,3,0
N729,A195400,2020,9,6
N729,A195500,2020,6,6
N729,A195600,2020,3,0
N729,A195700,2020,3,0
N729,A195800,2020,3,3
N729,A195900,2020,3,0
N729,A196000,2020,3,0
N729,A196200,2020,0,0
N729,A196300,2020,3,0
N729,A196400,2020,3,0
N729,A196500,2020,3,3
N729,A196600,2020,0,0
N729,A196800,2020,6,0
N729,A196900,2020,3,0
N729,A197100,2020,0,0
N729,A197200,2020,0,0
N729,A197300,2020,0,0
N729,A197400,2020,6,3
N729,A197500,2020,3,0
N729,A197600,2020,3,12
N729,A197700,2020,3,0
N729,A197900,2020,3,0
N729,A198000,2020,3,0
N729,A198100,2020,3,0
N729,A198400,2020,3,0
N729,A198500,2020,0,0
N729,A198600,2020,0,0
N729,A198700,2020,3,0
N729,A198800,2020,3,3
N729,A198900,2020,3,0
N729,A199200,2020,3,0
N729,A199300,2020,0,3
N729,A199400,2020,6,0
N729,A199600,2020,0,0
N729,A199800,2020,0,0
N729,A199900,2020,0,0
N729,A200000,2020,0,0
N729,A200100,2020,12,15
N729,A200500,2020,0,0
N729,A200600,2020,3,0
N729,A200700,2020,0,0
N729,A200800,2020,3,0
N729,A200900,2020,3,3
N729,A201000,2020,0,0
N729,A201100,2020,9,15
N729,A201200,2020,0,0
N729,A201300,2020,3,0
N729,A201400,2020,3,0
N729,A201500,2020,6,12
N729,A201600,2020,3,3
N729,A201700,2020,6,6
N729,A202000,2020,3,0
N729,A202200,2020,0,3
N729,A202300,2020,3,3
N729,A202500,2020,3,0
N729,A202600,2020,3,0
N729,A202700,2020,6,70
N729,A202800,2020,6,9
N729,A202900,2020,0,6
N729,A203000,2020,3,0
N729,A203100,2020,3,80
N729,A203200,2020,6,0
N729,A203500,2020,0,3
N729,A203700,2020,3,0
N729,A203800,2020,0,0
N729,A203900,2020,3,3
N729,A204100,2020,0,0
N729,A204200,2020,3,9
N729,A204400,2020,3,0
N729,A204500,2020,0,0
N729,A204800,2020,3,0
N729,A205000,2020,3,0
N729,A205100,2020,3,0
N729,A205200,2020,0,0
N729,A205400,2020,6,6
N729,A205600,2020,0,0
N729,A205800,2020,0,0
N729,A206000,2020,0,0
N729,A206200,2020,3,0
N729,A206400,2020,0,3
N729,A206600,2020,3,0
N729,A206800,2020,6,60
N729,A206900,2020,0,0
N729,A207000,2020,0,0
N729,A207200,2020,3,0
N729,A207300,2020,0,0
N729,A207400,2020,0,0
N729,A207600,2020,0,0
N729,A207700,2020,0,6
N729,A207800,2020,3,3
N729,A208000,2020,0,0
N729,A208100,2020,3,3
N729,A208200,2020,3,3
N729,A208300,2020,6,35
N729,A208400,2020,3,0
N729,A208500,2020,3,0
N729,A208600,2020,6,0
N729,A208700,2020,3,0
N729,A208900,2020,6,65
N729,A209100,2020,3,0
N729,A209600,2020,3,3
N729,A209700,2020,0,0
N729,A209800,2020,3,0
N729,A209900,2020,0,0
N729,A210000,2020,0,0
N729,A210200,2020,0,3
N729,A210300,2020,0,0
N729,A210500,2020,9,45
N729,A210600,2020,3,0
N729,A210700,2020,0,0
N729,A210800,2020,3,0
N729,A211000,2020,0,0
N729,A211200,2020,3,3
N729,A211300,2020,3,0
N729,A211400,2020,3,0
N729,A211500,2020,3,15
N729,A211600,2020,6,65
N729,A211700,2020,3,0
N729,A211800,2020,0,3
N729,A211900,2020,3,0
N729,A212000,2020,3,0
N729,A212100,2020,0,0
N729,A212200,2020,3,0
N729,A212300,2020,0,0
N729,A212400,2020,3,200
N729,A212600,2020,0,6
N729,A212800,2020,9,95
N729,A212900,2020,3,6
N729,A213000,2020,0,0
N729,A213100,2020,0,0
N729,A213200,2020,0,0
N729,A213300,2020,6,0
N729,A213400,2020,0,0
N729,A213600,2020,0,3
N729,A213700,2020,3,0
N729,A213900,2020,3,0
N729,A214100,2020,3,0
N729,A214200,2020,0,0
N729,A214300,2020,12,120
N729,A214400,2020,3,0
N729,A214500,2020,0,0
N729,A214600,2020,0,0
N729,A214700,2020,0,0
N729,A214900,2020,3,0
N729,A215000,2020,0,0
N729,A215200,2020,0,0
N729,A215400,2020,0,0
N729,A215500,2020,0,12
N729,A215600,2020,0,0
N729,A215800,2020,0,0
N729,A216100,2020,6,0
N729,A216300,2020,0,0
N729,A216400,2020,0,0
N729,A216500,2020,3,0
N729,A216600,2020,0,0
N729,A216700,2020,0,0
N729,A216800,2020,3,0
N729,A216900,2020,3,12
N729,A217000,2020,15,120
N729,A217100,2020,0,0
N729,A217300,2020,6,0
N729,A217400,2020,3,150
N729,A217500,2020,0,0
N729,A217600,2020,0,0
N729,A217700,2020,0,9
N729,A217800,2020,3,0
N729,A217900,2020,0,0
N729,A218000,2020,6,9
N729,A218100,2020,3,0
N729,A218300,2020,6,0
N729,A218400,2020,3,0
N729,A218500,2020,3,0
N729,A218600,2020,0,0
N729,A218700,2020,0,0
N729,A218800,2020,3,0
N729,A218900,2020,0,0
N729,A219000,2020,0,0
N729,A219100,2020,3,0
N729,A219200,2020,3,0
N729,A219300,2020,0,0
N729,A219400,2020,3,0
N729,A219500,2020,3,6
N729,A219800,2020,3,0
N729,A219900,2020,0,0
N729,A220000,2020,3,25
N729,A220100,2020,0,0
N729,A220300,2020,0,6
N729,A220400,2020,0,0
N729,A220500,2020,6,0
N729,A220700,2020,3,0
N729,A221200,2020,0,0
N729,A221300,2020,3,0
N729,A221400,2020,3,0
N729,A221500,2020,3,0
N729,A221600,2020,3,0
N729,A221700,2020,3,0
N729,A221800,2020,3,21
N729,A221900,2020,0,25
N729,A222100,2020,0,6
N729,A222400,2020,3,0
N729,A222500,2020,0,0
N729,A222600,2020,0,3
N729,A222900,2020,3,25
N729,A223400,2020,3,0
N729,A223500,2020,0,3
N729,A223600,2020,0,0
N729,A223900,2020,3,0
N729,A224000,2020,3,0
N729,A224100,2020,3,0
N729,A224200,2020,3,0
N729,A224600,2020,0,0
N729,A224700,2020,3,3
N729,A224800,2020,3,3
N729,A225100,2020,0,6
N729,A225300,2020,3,0
N729,A225600,2020,0,0
N729,A225700,2020,12,50
N729,A225800,2020,0,0
N729,A225900,2020,3,0
N729,A226000,2020,3,0
N729,A226100,2020,0,0
N729,A226400,2020,0,3
N729,A226500,2020,3,0
N729,A226700,2020,0,0
N729,A226800,2020,3,3
N729,A227000,2020,3,9
N729,A227100,2020,3,0
N729,A227200,2020,0,3
N729,A227500,2020,0,0
N729,A227600,2020,0,3
N729,A227800,2020,3,3
N729,A227900,2020,3,0
N729,A228000,2020,3,50
N729,A228200,2020,0,0
N729,A228300,2020,6,0
N729,A228400,2020,3,30
N729,A228600,2020,0,0
N729,A228700,2020,6,0
N729,A228900,2020,0,0
N729,A229000,2020,3,0
N729,A229100,2020,3,0
N729,A229200,2020,6,9
N729,A229400,2020,3,0
N729,A229600,2020,3,0
N729,A229900,2020,0,0
N729,A230100,2020,0,0
N729,A230200,2020,3,6
N729,A230400,2020,3,0
N729,A230500,2020,0,0
N729,A230600,2020,9,130
N729,A230900,2020,0,3
N729,A231000,2020,3,70
N729,A231100,2020,0,0
N729,A231300,2020,0,0
N729,A231500,2020,0,0
N729,A231600,2020,0,0
N729,A231700,2020,6,0
N729,A231800,2020,0,0
N729,A232000,2020,3,0
N729,A232200,2020,0,0
N729,A232300,2020,6,6
N729,A232400,2020,3,3
N729,A233000,2020,0,0
N729,A233200,2020,0,0
N729,A233300,2020,0,0
N729,A233400,2020,0,0
N729,A233600,2020,3,0
N729,A233700,2020,3,0
N729,A233800,2020,0,0
N729,A234100,2020,3,0
N729,A234200,2020,3,0
N729,A234400,2020,6,0
N729,A234500,2020,3,0
N729,A234800,2020,6,9
N729,A234900,2020,0,3
N729,A235000,2020,3,0
N729,A235200,2020,3,0
N729,A235700,2020,3,0
N729,A235800,2020,0,0
N729,A236300,2020,3,3
N729,A236400,2020,0,0
N729,A236500,2020,3,9
