anzsic06,Area,year,geo_count,ec_count
S,A231600,2007,9,30
S,A231700,2007,3,3
S,A231800,2007,9,15
S,A231900,2007,9,25
S,A232000,2007,9,21
S,A232100,2007,3,0
S,A232200,2007,9,9
S,A232300,2007,0,0
S,A232400,2007,3,0
S,A232500,2007,12,35
S,A232600,2007,3,0
S,A232700,2007,3,6
S,A232800,2007,9,0
S,A232900,2007,0,3
S,A233100,2007,9,12
S,A233200,2007,6,12
S,A233300,2007,27,95
S,A233500,2007,3,0
S,A233600,2007,18,40
S,A233700,2007,9,6
S,A233800,2007,0,3
S,A234000,2007,0,3
S,A234100,2007,0,0
S,A234200,2007,3,9
S,A234300,2007,15,18
S,A234400,2007,3,0
S,A234500,2007,0,0
S,A234600,2007,6,0
S,A234700,2007,0,0
S,A234800,2007,3,3
S,A234900,2007,0,6
S,A235000,2007,6,3
S,A235100,2007,3,9
S,A235200,2007,48,140
S,A235300,2007,24,70
S,A235400,2007,6,6
S,A235500,2007,6,12
S,A235600,2007,0,0
S,A235700,2007,3,6
S,A235900,2007,0,9
S,A236100,2007,0,6
S,A236300,2007,0,0
S,A236400,2007,0,0
S,A236500,2007,21,45
S,A236600,2007,6,3
S,A236700,2007,6,3
S,A236800,2007,6,0
S,A236900,2007,0,0
S,A237000,2007,3,3
S,A237100,2007,15,45
S,A237200,2007,6,12
S,A237300,2007,6,9
S,A237400,2007,0,0
S,A237500,2007,9,30
S,A237600,2007,18,70
S,A237700,2007,0,0
S,A237800,2007,51,150
S,A237900,2007,6,0
S,A238000,2007,9,21
S,A238100,2007,12,12
S,A238300,2007,12,9
S,A238400,2007,15,35
S,A238500,2007,9,9
S,A238600,2007,9,9
S,A238800,2007,9,15
S,A238900,2007,0,0
S,A239000,2007,15,25
S,A239100,2007,12,6
S,A239200,2007,6,30
S,A239300,2007,0,0
S,A239400,2007,3,12
S,A239500,2007,3,0
S,A239600,2007,6,15
S,A239800,2007,12,20
S,A239900,2007,75,290
S,A240000,2007,3,3
S,A240200,2007,3,3
S,A240300,2007,6,3
S,A240400,2007,15,15
S,A240600,2007,9,6
S,A240700,2007,9,15
S,A240800,2007,6,9
S,A240900,2007,3,3
S,A241000,2007,6,6
S,A241200,2007,3,0
S,A241300,2007,0,0
S,A241400,2007,12,35
S,A241500,2007,12,9
S,A241600,2007,15,21
S,A241700,2007,0,0
S,A241800,2007,9,21
S,A241900,2007,6,18
S,A242000,2007,9,18
S,A242100,2007,6,9
S,A242200,2007,6,9
S,A242300,2007,6,6
S,A242400,2007,6,6
S,A242500,2007,3,6
S,A242600,2007,0,6
S,A242700,2007,3,3
S,A242800,2007,3,0
S,A242900,2007,9,12
S,A243000,2007,42,140
S,A243100,2007,3,3
S,A243200,2007,9,9
S,A243300,2007,0,0
S,A243400,2007,3,3
S,A243500,2007,6,0
S,A243600,2007,6,3
S,A243700,2007,42,270
S,A243900,2007,0,0
S,A244000,2007,39,150
S,A244100,2007,6,9
S,A244200,2007,9,21
S,A244300,2007,99,420
S,A244400,2007,9,25
S,A244500,2007,9,25
S,A244600,2007,9,55
S,A244700,2007,21,50
S,A244800,2007,21,30
S,A244900,2007,9,12
S,A245000,2007,15,120
S,A245100,2007,3,6
S,A245200,2007,6,6
S,A245300,2007,3,6
S,A245400,2007,18,35
S,A245500,2007,12,40
S,A245600,2007,9,9
S,A245700,2007,30,170
S,A245800,2007,6,12
S,A245900,2007,3,0
S,A246000,2007,9,15
S,A246100,2007,6,0
S,A246200,2007,0,0
S,A246300,2007,6,3
S,A246400,2007,3,0
S,A246500,2007,3,0
S,A246600,2007,6,3
S,A246700,2007,3,3
S,A246800,2007,6,0
S,A246900,2007,15,21
S,A247000,2007,6,3
S,A247100,2007,18,40
S,A247200,2007,12,12
S,A247300,2007,9,6
S,A247400,2007,3,3
S,A247500,2007,9,3
S,A247600,2007,6,6
S,A247700,2007,6,12
S,A247800,2007,6,3
S,A247900,2007,24,80
S,A248000,2007,6,9
S,A248100,2007,9,6
S,A248300,2007,3,0
S,A248400,2007,3,25
S,A248500,2007,0,6
S,A248600,2007,12,12
S,A248700,2007,12,18
S,A248800,2007,6,0
S,A248900,2007,36,160
S,A249000,2007,3,0
S,A249100,2007,6,6
S,A249200,2007,6,3
S,A249300,2007,6,3
S,A249400,2007,9,0
S,A249500,2007,9,9
S,A249600,2007,9,12
S,A249700,2007,15,30
S,A249800,2007,0,0
S,A249900,2007,15,50
S,A250000,2007,15,35
S,A250100,2007,6,6
S,A250200,2007,3,0
S,A250300,2007,9,15
S,A250400,2007,9,12
S,A250500,2007,3,0
S,A250600,2007,9,12
S,A250700,2007,42,160
S,A250800,2007,6,15
S,A250900,2007,60,380
S,A251000,2007,9,30
S,A251100,2007,3,6
S,A251200,2007,9,21
S,A251300,2007,6,35
S,A251400,2007,315,1700
S,A251500,2007,6,3
S,A251600,2007,96,530
S,A251700,2007,96,970
S,A251800,2007,42,170
S,A251900,2007,9,85
S,A252000,2007,9,60
S,A252100,2007,45,220
S,A252200,2007,6,3
S,A252300,2007,6,9
S,A252400,2007,30,190
S,A252500,2007,18,25
S,A252600,2007,0,0
S,A252700,2007,3,6
S,A252800,2007,6,0
S,A252900,2007,9,30
S,A253000,2007,15,30
S,A253100,2007,15,65
S,A253200,2007,3,0
S,A253300,2007,9,9
S,A253400,2007,3,3
S,A253500,2007,0,0
S,A253600,2007,21,120
S,A253700,2007,18,75
S,A253800,2007,9,12
S,A253900,2007,0,0
S,A254000,2007,9,15
S,A254100,2007,9,25
S,A254200,2007,6,15
S,A254300,2007,9,6
S,A254400,2007,12,18
S,A254500,2007,3,6
S,A254600,2007,0,6
S,A254700,2007,6,3
S,A254800,2007,3,3
S,A254900,2007,12,9
S,A255000,2007,6,150
S,A255100,2007,12,6
S,A255200,2007,9,9
S,A255300,2007,3,0
S,A255400,2007,0,6
S,A255500,2007,3,6
S,A255600,2007,3,3
S,A255700,2007,9,9
S,A255800,2007,6,12
S,A255900,2007,66,260
S,A256000,2007,0,0
S,A256100,2007,6,18
S,A256200,2007,18,55
S,A256300,2007,6,3
S,A256400,2007,3,6
S,A256500,2007,0,0
S,A256600,2007,6,0
S,A256700,2007,0,0
S,A256800,2007,6,0
S,A256900,2007,15,21
S,A257000,2007,3,0
S,A257100,2007,12,35
S,A257200,2007,3,3
S,A257300,2007,3,0
S,A257400,2007,0,3
S,A257500,2007,15,12
S,A257700,2007,18,30
S,A257800,2007,0,0
S,A257900,2007,12,15
S,A300300,2007,9,6
S,A300500,2007,18,45
S,A300600,2007,3,0
S,A300800,2007,9,25
S,A300900,2007,3,3
S,A301000,2007,6,3
S,A301100,2007,12,18
S,A301200,2007,18,60
S,A301300,2007,18,65
S,A301500,2007,3,15
S,A301600,2007,9,9
S,A301700,2007,3,9
S,A301800,2007,6,3
S,A302100,2007,6,0
S,A302200,2007,6,9
S,A302300,2007,9,12
S,A302400,2007,18,65
S,A302500,2007,6,0
S,A302600,2007,6,45
S,A302700,2007,6,3
S,A302800,2007,39,95
S,A302900,2007,0,3
S,A303000,2007,0,0
S,A303100,2007,3,0
S,A303200,2007,3,9
S,A303300,2007,9,6
S,A303400,2007,3,6
S,A303500,2007,0,0
S,A303600,2007,9,12
S,A303800,2007,3,0
S,A303900,2007,12,25
S,A304000,2007,15,75
S,A304100,2007,12,9
S,A304200,2007,6,18
S,A304300,2007,6,0
S,A304400,2007,6,3
S,A304500,2007,6,9
S,A304600,2007,6,15
S,A304700,2007,129,610
S,A304800,2007,12,40
S,A304900,2007,3,0
S,A305000,2007,0,15
S,A305100,2007,0,0
S,A305200,2007,6,6
S,A305300,2007,9,30
S,A305400,2007,6,3
S,A305500,2007,3,3
S,A305600,2007,6,55
