anzsic06,Area,year,geo_count,ec_count
L663,A237800,2013,3,12
L663,A238000,2013,0,0
L663,A238100,2013,3,0
L663,A238400,2013,0,6
L663,A238600,2013,0,0
L663,A239000,2013,6,3
L663,A239400,2013,3,0
L663,A239800,2013,0,0
L663,A239900,2013,9,25
L663,A240000,2013,0,0
L663,A240100,2013,0,0
L663,A240500,2013,0,0
L663,A241500,2013,3,0
L663,A241600,2013,0,6
L663,A241800,2013,3,0
L663,A241900,2013,3,3
L663,A242300,2013,3,0
L663,A242500,2013,0,0
L663,A242900,2013,6,3
L663,A243000,2013,3,9
L663,A243100,2013,0,0
L663,A243200,2013,0,0
L663,A243300,2013,3,0
L663,A243400,2013,3,0
L663,A243700,2013,9,45
L663,A244000,2013,3,6
L663,A244100,2013,0,0
L663,A244200,2013,3,0
L663,A244300,2013,12,25
L663,A244500,2013,0,0
L663,A244600,2013,6,21
L663,A244700,2013,3,3
L663,A244800,2013,0,0
L663,A245000,2013,0,6
L663,A245100,2013,3,0
L663,A245200,2013,3,0
L663,A245400,2013,6,9
L663,A245700,2013,3,3
L663,A246000,2013,3,0
L663,A246100,2013,3,0
L663,A246200,2013,3,6
L663,A246300,2013,0,0
L663,A246700,2013,0,0
L663,A246900,2013,0,0
L663,A247000,2013,3,3
L663,A247100,2013,6,9
L663,A247200,2013,3,9
L663,A247700,2013,0,0
L663,A247800,2013,0,0
L663,A247900,2013,3,9
L663,A248000,2013,3,25
L663,A248100,2013,3,0
L663,A248300,2013,0,0
L663,A248400,2013,0,0
L663,A248700,2013,0,0
L663,A248800,2013,0,0
L663,A248900,2013,3,9
L663,A249100,2013,0,3
L663,A249300,2013,3,6
L663,A249600,2013,3,3
L663,A249700,2013,9,45
L663,A249900,2013,3,9
L663,A250100,2013,0,0
L663,A250200,2013,3,0
L663,A250300,2013,3,3
L663,A250500,2013,0,3
L663,A250600,2013,3,0
L663,A250700,2013,3,9
L663,A250800,2013,3,0
L663,A250900,2013,6,12
L663,A251100,2013,0,3
L663,A251200,2013,0,6
L663,A251300,2013,0,3
L663,A251400,2013,15,30
L663,A251600,2013,3,6
L663,A251700,2013,6,18
L663,A251800,2013,3,18
L663,A251900,2013,0,9
L663,A252000,2013,3,45
L663,A252100,2013,6,3
L663,A252200,2013,0,0
L663,A252400,2013,3,9
L663,A252500,2013,3,0
L663,A252700,2013,3,0
L663,A252800,2013,0,0
L663,A253000,2013,3,3
L663,A253600,2013,3,0
L663,A253700,2013,3,12
L663,A253800,2013,0,6
L663,A254000,2013,3,0
L663,A254100,2013,3,18
L663,A254400,2013,6,18
L663,A254900,2013,3,9
L663,A255200,2013,0,0
L663,A255300,2013,0,0
L663,A255500,2013,3,0
L663,A255700,2013,3,0
L663,A255900,2013,6,40
L663,A256100,2013,0,0
L663,A256200,2013,3,3
L663,A256300,2013,3,0
L663,A256800,2013,6,15
L663,A256900,2013,3,9
L663,A257000,2013,0,0
L663,A257100,2013,0,0
L663,A257700,2013,3,3
L663,A257900,2013,6,0
L663,A300500,2013,6,9
L663,A300800,2013,3,0
L663,A300900,2013,3,0
L663,A301200,2013,3,3
L663,A301300,2013,0,6
L663,A301500,2013,0,0
L663,A301600,2013,3,12
L663,A301700,2013,3,3
L663,A302100,2013,3,0
L663,A302200,2013,6,0
L663,A302300,2013,3,9
L663,A302400,2013,3,6
L663,A302600,2013,0,0
L663,A302700,2013,0,0
L663,A302800,2013,6,12
L663,A302900,2013,3,0
L663,A303300,2013,0,3
L663,A303400,2013,0,0
L663,A303600,2013,0,0
L663,A303900,2013,0,0
L663,A304000,2013,0,12
L663,A304100,2013,0,0
L663,A304300,2013,3,3
L663,A304500,2013,0,0
L663,A304700,2013,9,35
L663,A305100,2013,0,9
L663,A305300,2013,6,0
L663,A305700,2013,0,3
L663,A305800,2013,3,0
L663,A305900,2013,0,6
L663,A306000,2013,0,0
L663,A306200,2013,0,0
L663,A306300,2013,0,0
L663,A306500,2013,0,0
L663,A306600,2013,0,0
L663,A306900,2013,3,0
L663,A307000,2013,3,0
L663,A307100,2013,3,0
L663,A307200,2013,3,0
L663,A307300,2013,3,0
L663,A307400,2013,3,0
L663,A307600,2013,0,15
L663,A307900,2013,9,30
L663,A308000,2013,3,3
L663,A308300,2013,0,3
L663,A308900,2013,0,0
L663,A309200,2013,3,6
L663,A309300,2013,3,0
L663,A309700,2013,0,3
L663,A310300,2013,6,20
L663,A310400,2013,0,0
L663,A311400,2013,0,0
L663,A311500,2013,0,6
L663,A311700,2013,0,0
L663,A311800,2013,0,0
L663,A312300,2013,0,9
L663,A312400,2013,0,0
L663,A312700,2013,0,0
L663,A312900,2013,3,0
L663,A313000,2013,0,0
L663,A313700,2013,0,0
L663,A314100,2013,0,0
L663,A314300,2013,0,12
L663,A314400,2013,3,6
L663,A314600,2013,3,50
L663,A315000,2013,3,15
L663,A315500,2013,0,0
L663,A315700,2013,0,6
L663,A316100,2013,3,0
L663,A316200,2013,0,3
L663,A316300,2013,3,0
L663,A316400,2013,0,0
L663,A316600,2013,3,0
L663,A316700,2013,3,18
L663,A317000,2013,3,0
L663,A317100,2013,0,6
L663,A317200,2013,0,9
L663,A317300,2013,0,0
L663,A317400,2013,3,15
L663,A317500,2013,9,0
L663,A317800,2013,3,3
L663,A317900,2013,6,3
L663,A318000,2013,3,9
L663,A318300,2013,3,0
L663,A318400,2013,3,12
L663,A318500,2013,0,0
L663,A318700,2013,0,0
L663,A318900,2013,0,0
L663,A319000,2013,3,6
L663,A319100,2013,12,75
L663,A319200,2013,0,3
L663,A319300,2013,0,0
L663,A319400,2013,0,6
L663,A319500,2013,0,3
L663,A319700,2013,3,0
