anzsic06,Area,year,geo_count,ec_count
C241,A193800,2020,6,3
C241,A193900,2020,0,0
C241,A194500,2020,0,55
C241,A194700,2020,0,40
C241,A194800,2020,3,9
C241,A195200,2020,0,0
C241,A195500,2020,0,3
C241,A197100,2020,3,0
C241,A197200,2020,3,3
C241,A199200,2020,0,9
C241,A199800,2020,0,6
C241,A200100,2020,3,3
C241,A200500,2020,0,0
C241,A202100,2020,0,0
C241,A202500,2020,3,0
C241,A202700,2020,0,0
C241,A203000,2020,0,0
C241,A203900,2020,0,0
C241,A205600,2020,0,3
C241,A206400,2020,3,6
C241,A206800,2020,0,3
C241,A210900,2020,0,12
C241,A212400,2020,0,0
C241,A212500,2020,3,0
C241,A212600,2020,3,0
C241,A212800,2020,0,6
C241,A213000,2020,0,6
C241,A213200,2020,3,0
C241,A213400,2020,3,0
C241,A213700,2020,3,0
C241,A214100,2020,0,0
C241,A214300,2020,0,0
C241,A214500,2020,0,0
C241,A217300,2020,3,3
C241,A217700,2020,0,70
C241,A217900,2020,0,0
C241,A218100,2020,0,0
C241,A218300,2020,0,3
C241,A221900,2020,3,0
C241,A223200,2020,0,0
C241,A223400,2020,3,0
C241,A225400,2020,0,3
C241,A225700,2020,0,50
C241,A225900,2020,0,0
C241,A227900,2020,3,0
C241,A229600,2020,0,6
C241,A230500,2020,3,9
C241,A230600,2020,3,0
C241,A231700,2020,0,6
C241,A232700,2020,0,0
C241,A234400,2020,3,3
C241,A237200,2020,0,0
C241,A237600,2020,3,3
C241,A237800,2020,3,0
C241,A238600,2020,3,0
C241,A239000,2020,0,9
C241,A240500,2020,0,3
C241,A241300,2020,0,0
C241,A241900,2020,0,0
C241,A243000,2020,0,0
C241,A243200,2020,0,0
C241,A243700,2020,0,25
C241,A244000,2020,0,0
C241,A244200,2020,0,0
C241,A244300,2020,3,9
C241,A244800,2020,3,3
C241,A246900,2020,0,0
C241,A247100,2020,0,0
C241,A248100,2020,0,0
C241,A248600,2020,0,0
C241,A248800,2020,3,3
C241,A248900,2020,3,3
C241,A251000,2020,0,0
C241,A251300,2020,0,3
C241,A251400,2020,0,0
C241,A251600,2020,0,0
C241,A251700,2020,0,0
C241,A251800,2020,0,0
C241,A251900,2020,3,3
C241,A252000,2020,0,0
C241,A252100,2020,3,3
C241,A252400,2020,0,6
C241,A252900,2020,0,21
C241,A254800,2020,0,3
C241,A255500,2020,3,0
C241,A256200,2020,0,12
C241,A256400,2020,3,0
C241,A257800,2020,0,0
C241,A301300,2020,0,0
C241,A302800,2020,0,0
C241,A303800,2020,3,0
C241,A304700,2020,0,6
C241,A305400,2020,3,0
C241,A305600,2020,0,0
C241,A305900,2020,3,0
C241,A306000,2020,0,0
C241,A307600,2020,0,0
C241,A308100,2020,0,12
C241,A308800,2020,3,0
C241,A314200,2020,0,0
C241,A315700,2020,3,0
C241,A316100,2020,3,0
C241,A317500,2020,3,35
C241,A317900,2020,3,0
C241,A318300,2020,3,0
C241,A319900,2020,0,3
C241,A320400,2020,0,3
C241,A320800,2020,3,0
C241,A321400,2020,3,9
C241,A321500,2020,3,0
C241,A322300,2020,0,30
C241,A322600,2020,3,0
C241,A323000,2020,0,3
C241,A323100,2020,3,9
C241,A323300,2020,0,0
C241,A323400,2020,3,6
C241,A323500,2020,6,200
C241,A323800,2020,0,0
C241,A324000,2020,0,12
C241,A324200,2020,0,35
C241,A325700,2020,3,21
C241,A325800,2020,0,3
C241,A326200,2020,0,0
C241,A326600,2020,0,0
C241,A327000,2020,0,9
C241,A327100,2020,3,0
C241,A327600,2020,0,0
C241,A328300,2020,0,0
C241,A328700,2020,3,3
C241,A329100,2020,3,6
C241,A331800,2020,3,0
C241,A333200,2020,0,0
C241,A334800,2020,0,75
C241,A335100,2020,0,0
C241,A337800,2020,0,3
C241,A339500,2020,0,0
C241,A340800,2020,0,0
C241,A341100,2020,0,3
C241,A342000,2020,0,0
C241,A344000,2020,0,3
C241,A345500,2020,0,0
C241,A346700,2020,3,0
C241,A347500,2020,3,0
C241,A348000,2020,0,0
C241,A348400,2020,3,30
C241,A352300,2020,0,3
C241,A353200,2020,3,6
C241,A353300,2020,3,0
C241,A353400,2020,6,18
C241,A354800,2020,3,3
C241,A359800,2020,3,0
C241,A361000,2020,3,0
C241,A361200,2020,0,6
C241,A361900,2020,3,0
C241,C07601,2020,0,0
C241,C07602,2020,6,9
