anzsic06,Area,year,geo_count,ec_count
A,A103300,2016,72,30
A,A103400,2016,60,35
A,A103500,2016,18,40
A,A103600,2016,54,9
A,A103700,2016,6,9
A,A103800,2016,6,18
A,A103900,2016,3,0
A,A104000,2016,33,55
A,A104100,2016,57,35
A,A104200,2016,9,15
A,A104300,2016,9,6
A,A104400,2016,18,0
A,A104500,2016,6,6
A,A104600,2016,6,0
A,A104700,2016,87,50
A,A104800,2016,216,200
A,A104900,2016,171,120
A,A105100,2016,132,95
A,A105200,2016,3,0
A,A105300,2016,81,95
A,A105400,2016,333,260
A,A105500,2016,15,9
A,A105600,2016,45,40
A,A105700,2016,45,30
A,A105800,2016,6,0
A,A105900,2016,12,0
A,A106000,2016,3,0
A,A106100,2016,9,30
A,A106200,2016,0,0
A,A106300,2016,45,40
A,A106500,2016,9,9
A,A106600,2016,12,0
A,A106700,2016,42,9
A,A106800,2016,3,0
A,A106900,2016,12,9
A,A107000,2016,0,0
A,A107100,2016,36,90
A,A107200,2016,6,12
A,A107300,2016,0,0
A,A107400,2016,3,0
A,A107500,2016,3,6
A,A107600,2016,3,0
A,A107700,2016,33,70
A,A107800,2016,201,130
A,A107900,2016,3,55
A,A108000,2016,78,21
A,A108100,2016,6,0
A,A108200,2016,0,0
A,A108300,2016,9,6
A,A108500,2016,36,30
A,A108600,2016,147,80
A,A108700,2016,6,0
A,A108800,2016,15,3
A,A108900,2016,24,20
A,A109000,2016,81,15
A,A109100,2016,336,470
A,A109200,2016,279,300
A,A109300,2016,45,230
A,A109400,2016,288,260
A,A109500,2016,144,100
A,A109600,2016,24,6
A,A109700,2016,123,120
A,A109800,2016,93,30
A,A109900,2016,6,0
A,A110100,2016,3,0
A,A110200,2016,135,110
A,A110400,2016,273,170
A,A110500,2016,18,15
A,A110700,2016,150,180
A,A110800,2016,135,75
A,A110900,2016,60,30
A,A111100,2016,21,6
A,A111200,2016,159,200
A,A111300,2016,15,3
A,A111400,2016,33,55
A,A111500,2016,57,100
A,A111600,2016,96,9
A,A111700,2016,15,3
A,A111800,2016,12,3
A,A111900,2016,12,6
A,A112000,2016,3,0
A,A112100,2016,51,21
A,A112200,2016,3,0
A,A112300,2016,42,12
A,A112400,2016,6,15
A,A112500,2016,39,18
A,A112600,2016,51,40
A,A112700,2016,3,0
A,A112800,2016,6,0
A,A113000,2016,3,0
A,A113200,2016,42,55
A,A113300,2016,3,0
A,A113400,2016,30,9
A,A113500,2016,27,25
A,A113600,2016,3,0
A,A113700,2016,3,0
A,A113800,2016,6,0
A,A113900,2016,6,12
A,A114000,2016,3,0
A,A114100,2016,9,0
A,A114200,2016,18,50
A,A114300,2016,9,9
A,A114400,2016,0,0
A,A114500,2016,0,0
A,A114700,2016,60,35
A,A114800,2016,9,25
A,A114900,2016,3,0
A,A115000,2016,9,15
A,A115300,2016,21,6
A,A115400,2016,6,0
A,A115500,2016,18,12
A,A115600,2016,9,6
A,A115700,2016,3,0
A,A115800,2016,0,3
A,A115900,2016,0,6
A,A116100,2016,45,190
A,A116200,2016,0,0
A,A116300,2016,9,12
A,A116400,2016,42,21
A,A116600,2016,9,0
A,A116700,2016,3,0
A,A116800,2016,3,3
A,A117000,2016,60,140
A,A117100,2016,18,6
A,A117200,2016,0,0
A,A117300,2016,6,3
A,A117400,2016,0,0
A,A117600,2016,3,0
A,A117700,2016,3,0
A,A117800,2016,3,0
A,A117900,2016,3,0
A,A118000,2016,9,25
A,A118200,2016,0,0
A,A118300,2016,0,0
A,A118400,2016,3,0
A,A118600,2016,6,45
A,A118800,2016,0,110
A,A118900,2016,3,0
A,A119000,2016,0,0
A,A119400,2016,3,0
A,A119500,2016,0,0
A,A119600,2016,3,3
A,A119800,2016,0,3
A,A119900,2016,3,12
A,A120000,2016,3,6
A,A120100,2016,6,70
A,A120200,2016,12,18
A,A120300,2016,3,3
A,A120500,2016,3,15
A,A120600,2016,3,0
A,A120700,2016,3,0
A,A120800,2016,0,0
A,A120900,2016,6,6
A,A121100,2016,3,0
A,A121400,2016,0,0
A,A121500,2016,0,0
A,A121900,2016,3,3
A,A122000,2016,0,0
A,A122200,2016,3,0
A,A122300,2016,0,0
A,A122400,2016,0,0
A,A122500,2016,3,0
A,A122600,2016,0,0
A,A122700,2016,0,0
A,A122900,2016,3,0
A,A123100,2016,0,0
A,A123200,2016,0,0
A,A123400,2016,0,0
A,A123500,2016,0,6
A,A123700,2016,6,0
A,A123800,2016,0,3
A,A124200,2016,0,0
A,A124300,2016,0,0
A,A124700,2016,9,75
A,A124800,2016,0,0
A,A124900,2016,3,3
A,A125000,2016,0,0
A,A125100,2016,0,0
A,A125200,2016,3,0
A,A125300,2016,0,0
A,A125400,2016,0,0
A,A125600,2016,0,0
A,A125900,2016,0,0
A,A126000,2016,3,35
A,A126100,2016,0,0
A,A126600,2016,6,0
A,A126700,2016,3,0
A,A126800,2016,9,0
A,A126900,2016,3,0
A,A127000,2016,3,0
A,A127300,2016,3,3
A,A127400,2016,0,0
A,A127500,2016,0,0
A,A127600,2016,9,35
A,A127700,2016,0,0
A,A127900,2016,3,0
A,A128000,2016,6,0
A,A128100,2016,3,0
A,A128200,2016,3,0
A,A128300,2016,6,9
A,A128400,2016,0,0
A,A128600,2016,33,0
A,A128700,2016,3,35
A,A128900,2016,0,0
A,A129100,2016,0,3
A,A129200,2016,3,0
A,A129300,2016,3,0
A,A129400,2016,3,6
A,A129600,2016,0,18
A,A129700,2016,9,0
A,A129800,2016,3,0
A,A130000,2016,9,3
A,A130100,2016,0,0
A,A130200,2016,0,0
A,A130300,2016,3,0
A,A130400,2016,21,0
A,A130500,2016,3,0
A,A130600,2016,0,0
A,A130700,2016,6,0
A,A130800,2016,0,0
A,A130900,2016,3,0
A,A131100,2016,3,0
A,A131200,2016,9,3
A,A131300,2016,6,0
A,A131400,2016,0,0
A,A131500,2016,3,0
A,A131600,2016,6,0
A,A131700,2016,3,0
A,A131800,2016,6,0
A,A131900,2016,0,0
A,A132000,2016,0,0
A,A132100,2016,3,0
A,A132200,2016,0,0
A,A132400,2016,3,0
A,A132500,2016,0,0
A,A132600,2016,3,3
A,A132700,2016,3,0
A,A132800,2016,3,0
A,A133000,2016,0,0
A,A133100,2016,0,0
A,A133200,2016,15,12
A,A133300,2016,9,0
A,A133500,2016,3,3
A,A133600,2016,0,6
A,A133700,2016,15,6
A,A133900,2016,3,3
A,A134200,2016,3,0
A,A134300,2016,3,0
A,A134500,2016,9,3
A,A134600,2016,0,0
A,A134700,2016,0,0
A,A134900,2016,3,6
A,A135100,2016,0,0
A,A135300,2016,0,0
A,A135600,2016,3,0
A,A135700,2016,0,0
A,A135800,2016,0,0
A,A136000,2016,0,0
A,A136100,2016,3,0
A,A136300,2016,0,0
A,A136400,2016,12,3
A,A136600,2016,0,0
A,A136700,2016,3,0
A,A136800,2016,0,0
A,A136900,2016,6,3
A,A137400,2016,9,0
A,A137600,2016,3,0
A,A137700,2016,0,0
A,A137800,2016,3,0
A,A137900,2016,3,0
A,A138100,2016,0,0
A,A138300,2016,0,0
A,A138400,2016,6,0
A,A138500,2016,12,3
A,A138700,2016,6,3
A,A138900,2016,6,0
A,A139200,2016,3,0
A,A139300,2016,0,6
A,A139400,2016,0,0
A,A139700,2016,3,6
A,A139900,2016,3,0
A,A140000,2016,9,3
A,A140200,2016,3,0
A,A140300,2016,0,0
A,A140800,2016,6,3
A,A140900,2016,3,0
A,A141200,2016,0,0
A,A141400,2016,0,0
A,A141500,2016,6,9
A,A141700,2016,6,6
A,A141800,2016,3,0
A,A142000,2016,3,0
A,A142100,2016,3,0
A,A142200,2016,6,0
A,A142400,2016,3,6
A,A142700,2016,6,0
A,A142800,2016,6,3
A,A143000,2016,9,3
A,A143100,2016,3,0
A,A143300,2016,0,0
A,A143400,2016,0,3
A,A143500,2016,0,0
A,A143600,2016,0,0
A,A144000,2016,6,0
A,A144100,2016,3,0
A,A144200,2016,0,0
A,A144300,2016,0,0
A,A144600,2016,9,150
A,A144700,2016,0,0
A,A145000,2016,0,0
A,A145200,2016,0,0
A,A145300,2016,3,9
A,A145500,2016,6,0
A,A145900,2016,6,18
A,A146100,2016,0,0
A,A146400,2016,3,3
A,A146500,2016,0,3
A,A146600,2016,3,0
A,A146900,2016,3,3
A,A147000,2016,3,0
A,A147200,2016,0,0
A,A147500,2016,3,0
A,A147600,2016,3,6
A,A147700,2016,3,9
A,A147800,2016,3,0
A,A147900,2016,3,18
A,A148000,2016,0,0
